Tagset	Seed	Epoch	Dataset	Loss	Accuracy.seqeval	Precision.seqeval	Recall.seqeval	F1.seqeval	Accuracy.NCRFpp	Precision.NCRFpp	Recall.NCRFpp	F1.NCRFpp
BIO	3	1	Dev	44607.3652068004	0.9734239320898719	0.8181964314418904	0.8566139347021205	0.8369645646633233	0.9734239320898719	0.8539212386401885	0.8539212386401885	0.8539212386401885
BIO	3	1	Test	44607.3652068004	0.9647679552062022	0.7744851833249623	0.8190509915014165	0.7961449100765855	0.9647679552062022	0.8130396475770925	0.8169263456090652	0.8149783626247461
BIO	3	2	Dev	23775.715498387814	0.979011720727386	0.857513794222655	0.8892628744530461	0.8730998017184401	0.979011720727386	0.8857671601615074	0.8860652978795018	0.8859162039374053
BIO	3	2	Test	23775.715498387814	0.9707548185635835	0.822632559715399	0.8597733711048159	0.8407930049346376	0.9707548185635835	0.8476507713884993	0.8560552407932012	0.8518322762508809
BIO	3	3	Dev	19770.247444033623	0.9815233051672443	0.8751631853785901	0.9025580612588354	0.8886495443247721	0.9815233051672443	0.9035369774919614	0.8985190171659374	0.9010210108851573
BIO	3	3	Test	19770.247444033623	0.9728652955744589	0.8287217789848922	0.8643767705382436	0.8461738452205563	0.9728652955744589	0.8609189285080717	0.859242209631728	0.8600797518830307
BIO	3	4	Dev	17544.79468432069	0.9833145126747401	0.8946155112794335	0.9143386065297879	0.9043695380774033	0.9833145126747401	0.9167514411664971	0.9099629754291484	0.9133445945945946
BIO	3	4	Test	17544.79468432069	0.9757510498546356	0.8578549329666552	0.8836756373937678	0.8705738705738706	0.9757510498546356	0.8840064045543498	0.8797804532577904	0.8818883663146687
BIO	3	5	Dev	15517.56709203124	0.9834118609088431	0.901810932048513	0.9134971390104342	0.9076164200317699	0.9834118609088431	0.9243798118049615	0.9092898014136654	0.9167727157037414
BIO	3	5	Test	15517.56709203124	0.9755141595779045	0.8618068751079634	0.8833215297450425	0.8724315817084899	0.9755141595779045	0.889924704195052	0.8788951841359773	0.8843755567432745
BIO	3	6	Dev	14130.46133247763	0.9844632218371558	0.9041368998172454	0.9158532480646248	0.9099573614246302	0.9844632218371558	0.923927842069435	0.913665432514305	0.9187679810458623
BIO	3	6	Test	14130.46133247763	0.9770431786368041	0.8670249653259362	0.8854461756373938	0.8761387526278906	0.9770431786368041	0.889265335235378	0.8829674220963173	0.8861051883439942
BIO	3	7	Dev	12972.314361027908	0.9848720844203886	0.9059348652669863	0.9222484012117133	0.9140188474689349	0.9848720844203886	0.9222203475620044	0.9198922921575228	0.9210548487656921
BIO	3	7	Test	12972.314361027908	0.9776031011090772	0.8678042054463978	0.8914660056657224	0.8794759825327512	0.9776031011090772	0.8866725507502207	0.8893413597733711	0.8880049500574559
BIO	3	8	Dev	12269.272579744458	0.9856703399400335	0.9137013634852011	0.9247728037697744	0.9192037470725996	0.9856703399400335	0.9298930572059073	0.9219118142039717	0.9258852362038368
BIO	3	8	Test	12269.272579744458	0.9785506622160008	0.8772538141470181	0.8958923512747875	0.8864751226348982	0.9785506622160008	0.8964659918309359	0.8937677053824362	0.8951148151431865
BIO	3	9	Dev	11420.788621976972	0.9854756434718274	0.9107646375850058	0.9240996297542915	0.9173836772199482	0.9854756434718274	0.928099033406817	0.921070346684618	0.9245713320381788
BIO	3	9	Test	11420.788621976972	0.9764617206848283	0.8649395509499136	0.886685552407932	0.8756775660080434	0.9764617206848283	0.886852873154243	0.8826133144475921	0.8847280149081551
BIO	3	10	Dev	10795.463939726353	0.986137611463728	0.9108648916818257	0.9269606193200942	0.9188422720827425	0.986137611463728	0.9291990537343697	0.9254459777852575	0.927318718381113
BIO	3	10	Test	10795.463939726353	0.9789383008506515	0.8740075940628236	0.896600566572238	0.8851599370739381	0.9789383008506515	0.8936471420987436	0.8941218130311614	0.8938844145499601
BIO	3	11	Dev	10094.612624512985	0.9860792025232662	0.9124958568114021	0.9266240323123528	0.9195056780227122	0.9860792025232662	0.9308005427408412	0.9235947492426793	0.9271836458861294
BIO	3	11	Test	10094.612624512985	0.9786583396145149	0.878125	0.8955382436260623	0.8867461430575034	0.9786583396145149	0.8980064079743681	0.8932365439093485	0.8956151251553347
BIO	3	12	Dev	9594.033386522904	0.9867411705151669	0.9185407296351824	0.9279703803433188	0.9232314776056928	0.9867411705151669	0.9340118744698898	0.9266240323123528	0.930303286305652
BIO	3	12	Test	9594.033386522904	0.9788952298912458	0.8808651665794522	0.8941218130311614	0.8874439855900185	0.9788952298912458	0.8966376089663761	0.8923512747875354	0.8944893069482651
BIO	3	13	Dev	8900.09565246664	0.9871500330983995	0.9223592135954681	0.9316728374284753	0.926992632283992	0.9871500330983995	0.9381793478260869	0.9296533153820262	0.9338968723584108
BIO	3	13	Test	8900.09565246664	0.9786368041348121	0.8817880216518247	0.8941218130311614	0.8879120879120878	0.9786368041348121	0.8994642857142857	0.8918201133144475	0.8956258890469417
BIO	3	14	Dev	8905.853207875043	0.9868385187492699	0.9221386800334169	0.9288118478626725	0.9254632346776221	0.9868385187492699	0.9365861951717103	0.927128912823965	0.9318335588633289
BIO	3	14	Test	8905.853207875043	0.9783568428986755	0.882260045622039	0.8902266288951841	0.8862254340354279	0.9783568428986755	0.8974588403722262	0.8879249291784702	0.8926664293342826
BIO	3	15	Dev	8570.125566723582	0.9871110938047584	0.920803586252698	0.9333557724671828	0.9270371918094442	0.9871110938047584	0.9341994263539734	0.931841130932346	0.9330187884404753
