Tagset	Seed	Epoch	Dataset	Loss	Accuracy.seqeval	Precision.seqeval	Recall.seqeval	F1.seqeval	Accuracy.NCRFpp	Precision.NCRFpp	Recall.NCRFpp	F1.NCRFpp
BIO	7	1	Dev	62489.747272491455	0.9610217670651454	0.8326278659611993	0.7945136317738135	0.8131243541164314	0.9610217670651454	0.8634353114633248	0.7884550656344665	0.8242434904996482
BIO	7	1	Test	62489.747272491455	0.9549477764617207	0.795269770879527	0.7620396600566572	0.7783001808318265	0.9549477764617207	0.8273855702094647	0.7553116147308782	0.7897075157349129
BIO	7	2	Dev	37317.41396192275	0.9693742455511857	0.85736568457539	0.8325479636486032	0.8447745901639345	0.9693742455511857	0.8866331297161336	0.8305284416021541	0.8576642335766423
BIO	7	2	Test	37317.41396192275	0.9615376332507807	0.8192595294546781	0.7953257790368272	0.8071152636780164	0.9615376332507807	0.8520845231296402	0.7924929178470255	0.8212090633886799
BIO	7	3	Dev	30350.002318516374	0.9734434017366925	0.8845750262329486	0.8512285425782565	0.867581475128645	0.9734434017366925	0.913287472845764	0.8490407270279368	0.8799930228501656
BIO	7	3	Test	30350.002318516374	0.9650694519220415	0.8414096916299559	0.8116147308781869	0.8262436914203316	0.9650694519220415	0.8706173780487805	0.8089589235127479	0.8386563876651982
BIO	7	4	Dev	26346.371463611722	0.9758186986488065	0.883872071147597	0.8697408280040391	0.8767495122571889	0.9758186986488065	0.9070135348918966	0.8683944799730731	0.8872839824606654
BIO	7	4	Test	26346.371463611722	0.9674598901690535	0.8410596026490066	0.8319759206798867	0.8364931019136627	0.9674598901690535	0.8660136758454999	0.8296742209631728	0.8474545618952889
BIO	7	5	Dev	23311.174524337053	0.9775904365094817	0.8846675712347354	0.8778189161898351	0.8812299374894408	0.9775904365094817	0.9079176839902336	0.8761359811511276	0.8917437478588558
BIO	7	5	Test	23311.174524337053	0.9705179282868526	0.8518782268114652	0.8472025495750708	0.8495339547270306	0.9705179282868526	0.8784977908689249	0.8449008498583569	0.8613718411552346
BIO	7	6	Dev	20588.230783194304	0.9792842957828745	0.9031816626753335	0.8885897004375631	0.8958262639972854	0.9792842957828745	0.9251008594983336	0.8875799394143387	0.9059520742076785
BIO	7	6	Test	20588.230783194304	0.9709271024012059	0.8603611657428929	0.8519830028328612	0.8561515879370163	0.9709271024012059	0.8869774324824269	0.8489730878186968	0.8675592545684819
BIO	7	7	Dev	19188.047814970283	0.9792453564892333	0.8990294568363698	0.8885897004375631	0.8937790943715616	0.9792453564892333	0.9158846020159889	0.8869067653988556	0.9011627906976745
BIO	7	7	Test	19188.047814970283	0.9709917088403144	0.8572448251249107	0.8505665722379604	0.853892641308212	0.9709917088403144	0.8783709411117226	0.8477337110481586	0.8627804306694297
BIO	7	8	Dev	17472.366118482314	0.9802188388302636	0.9061433447098977	0.8936385055536856	0.8998474834773766	0.9802188388302636	0.9219401947148818	0.8924604510265903	0.9069608346160424
BIO	7	8	Test	17472.366118482314	0.9720900183051577	0.8634983026621404	0.8557011331444759	0.8595820364606492	0.9720900183051577	0.8848696290855674	0.8532223796033994	0.8687578871462052
BIO	7	9	Dev	16661.612207643688	0.980549822826214	0.9065579340808698	0.8980141366543252	0.9022658099425094	0.980549822826214	0.9229036729036729	0.8964994951194883	0.909509988048489
BIO	7	9	Test	16661.612207643688	0.9719823409066437	0.8637417513822008	0.857471671388102	0.8605952909817858	0.9719823409066437	0.8841295991213619	0.8551699716713881	0.8694086940869409
BIO	7	10	Dev	15512.862224817276	0.9808223978817024	0.9051577875805904	0.8978458431504543	0.9014869888475836	0.9808223978817024	0.9224108070661586	0.8963312016156176	0.9091840218504609
BIO	7	10	Test	15512.862224817276	0.9726714762571337	0.8672014260249554	0.8613668555240793	0.8642742938354947	0.9726714762571337	0.8882589612289685	0.8599504249291785	0.8738754947822959
BIO	7	11	Dev	14617.873098313808	0.9812312604649351	0.9123315708681562	0.9002019522046449	0.9062261753494282	0.9812312604649351	0.927219037693243	0.8983507236620667	0.9125566287716899
BIO	7	11	Test	14617.873098313808	0.9729083665338646	0.8700393278512693	0.8617209631728046	0.8658601672300303	0.9729083665338646	0.8883601756954612	0.8594192634560907	0.8736501079913607
BIO	7	12	Dev	13636.82400355488	0.9818737588100152	0.912799592044875	0.9037361157859307	0.908245243128964	0.9818737588100152	0.9248405447336666	0.902894648266577	0.9137358426296518
BIO	7	12	Test	13636.82400355488	0.9729514374932702	0.8659207955958089	0.863314447592068	0.8646156574164375	0.9729514374932702	0.8814265025343954	0.8620750708215298	0.8716433941997852
BIO	7	13	Dev	12940.043110527098	0.9821268642186831	0.9151762902401636	0.904240996297543	0.9096757809193262	0.9821268642186831	0.9280650181566661	0.9032312352743184	0.9154797441364605
BIO	7	13	Test	12940.043110527098	0.972736082696242	0.8671777500445712	0.8611898016997167	0.8641734032157768	0.972736082696242	0.8828238719068413	0.8590651558073654	0.8707824838478104
BIO	7	14	Dev	12279.709402650595	0.9825357268019158	0.919283276450512	0.9065971053517334	0.9128961193018132	0.9825357268019158	0.9342013888888889	0.905587344328509	0.9196718509656469
BIO	7	14	Test	12279.709402650595	0.9734467535264348	0.8736352246286021	0.8641997167138811	0.8688918558077438	0.9734467535264348	0.892516507703595	0.8615439093484419	0.8767567567567568
BIO	7	15	Dev	11667.160224750638	0.9827498929169425	0.9187255069006645	0.9074385728710872	0.9130471594276521	0.9827498929169425	0.9321447117881253	0.9062605183439919	0.9190203942315897
BIO	7	15	Test	11667.160224750638	0.9741358888769247	0.8737742913175254	0.8677407932011332	0.8707470906991206	0.9741358888769247	0.8911180010942914	0.865084985835694	0.877908543706765
BIO	7	16	Dev	11201.835017575882	0.9824189089209922	0.9175608925225686	0.9065971053517334	0.912046050960806	0.9824189089209922	0.9328474752732951	0.9047458768091552	0.9185818026484409
BIO	7	16	Test	11201.835017575882	0.9731452568105955	0.872093023255814	0.8631373937677054	0.8675920982381207	0.9731452568105955	0.8919911829537105	0.8597733711048159	0.8755860079336459
BIO	7	17	Dev	10811.96677695075	0.98202951598458	0.916382833787466	0.905587344328509	0.9109531064838328	0.98202951598458	0.9313453536754508	0.9040727027936721	0.9175064047822373
BIO	7	17	Test	10811.96677695075	0.9732960051685151	0.8745294855708908	0.8638456090651558	0.8691547163088983	0.9732960051685151	0.8910927456382002	0.8590651558073654	0.8747859010186605
BIO	7	18	Dev	10331.01082966337	0.9827498929169425	0.9166241279564403	0.9065971053517334	0.9115830442507826	0.9827498929169425	0.9336805555555555	0.9050824638168967	0.9191591180994703
BIO	7	18	Test	10331.01082966337	0.9734036825670291	0.8702412868632707	0.8620750708215298	0.8661389308903318	0.9734036825670291	0.8900917431192661	0.8588881019830028	0.8742115696521896
BIO	7	19	Dev	10121.785986050963	0.9828083018574043	0.9162001696352842	0.9089532144059239	0.9125623046379995	0.9828083018574043	0.9296915388592107	0.9079434533826994	0.918688803746275
BIO	7	19	Test	10121.785986050963	0.9739420695595994	0.8718176962791526	0.8670325779036827	0.8694185530403906	0.9739420695595994	0.8861862406970412	0.8643767705382436	0.8751456484718114
BIO	7	20	Dev	9772.063511569984	0.9827693625637631	0.9170342721411605	0.909626388421407	0.9133153092260899	0.9827693625637631	0.9309987924788684	0.908280040390441	0.9194991055456173
